age,annual_income,total_debt,dependents,savings,credit_score,credit_utilization,missed_payments,employment_length,loan_amount,loan_term_months,defaulted
61,21409,11932,3,4602,702,0.37,3,24,7005,48,0
25,22681,10094,2,5707,733,0.3,5,24,7234,48,0
53,23969,4616,3,12553,753,0.13,1,24,9293,60,0
48,44190,34997,0,4724,659,0.53,6,1,10299,36,0
35,97892,60552,4,5296,696,0.41,3,14,51815,24,0
62,52485,16004,0,16399,751,0.2,2,21,23596,48,0
24,27929,14639,1,15307,707,0.35,3,3,2970,12,0
50,25688,7495,3,3748,826,0.19,5,7,11400,60,0
58,30882,21630,4,5156,638,0.47,2,7,11722,60,0
44,9671,11930,0,874,499,0.82,5,13,3927,24,1
22,24339,18871,2,5302,656,0.52,4,15,11953,24,0
31,38729,46153,4,14274,527,0.79,5,17,21973,60,1
44,44304,33018,3,15226,649,0.5,5,9,25899,24,0
23,39483,33030,3,22692,629,0.56,3,0,19117,12,1
60,17088,14997,4,9220,658,0.59,3,14,4257,48,1
63,21639,9603,1,11101,743,0.3,1,19,5779,36,0
25,22868,3737,3,7275,809,0.11,1,16,9921,48,0
51,31334,29945,3,2231,502,0.64,3,2,13294,36,1
31,13314,3263,3,5586,788,0.16,1,24,3193,24,0
42,21123,21050,1,8783,608,0.66,4,4,5088,24,1
41,36517,29648,0,9118,618,0.54,5,20,21908,24,1
42,67837,54307,2,33543,606,0.53,4,24,27410,12,1
44,27781,7585,4,3931,850,0.18,1,3,4392,24,0
63,12676,10875,2,983,609,0.57,3,17,5095,60,1
39,31106,22602,4,5963,677,0.48,3,12,7365,36,1
42,11581,9397,3,3741,636,0.54,4,21,1743,48,1
49,47540,41184,3,26201,636,0.58,4,4,17526,48,1
41,18672,23536,1,10407,493,0.84,6,14,10509,12,1
36,26477,24764,2,11129,600,0.62,3,18,11575,36,1
36,38494,5657,1,8169,839,0.1,1,8,7435,36,0
30,29963,14592,1,11959,731,0.32,5,18,12725,12,0
56,15923,12262,1,3049,612,0.51,4,9,2625,24,1
61,22158,5971,4,7144,833,0.18,1,5,5872,24,0
36,20162,13888,4,3662,678,0.46,3,20,8342,36,1
58,5995,1005,1,2564,773,0.11,0,10,3075,36,0
61,24020,29900,2,12436,425,0.83,4,3,10266,12,1
31,38991,49324,3,16608,495,0.84,5,7,20065,60,1
31,22315,19529,0,10210,646,0.58,3,7,7186,12,0
23,22756,24545,4,7520,545,0.72,4,21,9219,48,1
34,22606,16794,0,2923,710,0.5,3,13,7011,36,0
37,25639,19899,4,2679,660,0.52,4,7,5654,48,0
50,34836,32213,0,10414,705,0.62,3,3,19199,60,0
61,31053,32413,4,5282,523,0.7,6,0,17106,24,1
22,18134,13420,4,1815,631,0.49,3,22,4684,24,1
31,34391,22199,4,16703,686,0.43,6,14,8176,60,1
47,35613,12387,3,13459,744,0.23,4,3,16678,24,0
46,18677,17381,1,4006,627,0.62,5,1,3477,48,1
24,26100,18333,0,15351,636,0.47,3,21,11980,24,0
22,40481,41062,2,3648,612,0.68,6,6,20807,48,1
44,18365,2052,0,7271,850,0.07,1,14,2061,36,0
64,21528,13259,2,8862,711,0.41,2,14,8148,48,0
54,24686,27353,3,5579,584,0.74,5,6,3838,12,1
29,30651,25234,3,16029,665,0.55,3,2,15746,48,1
52,28531,6317,2,13614,672,0.15,1,7,14293,60,0
39,21750,11111,2,7495,775,0.34,6,18,11486,60,0
41,30475,9436,4,2123,795,0.21,1,6,8037,24,0
54,24527,11896,0,10441,745,0.32,2,18,6859,60,0
56,37566,18115,1,6333,783,0.32,4,20,20639,60,0
63,25364,11694,4,12787,735,0.31,1,12,10739,60,0
36,26269,7682,3,15665,765,0.19,4,11,12851,12,0
46,10140,10562,2,1474,538,0.69,6,1,4399,12,1
63,21107,24985,2,7265,569,0.79,5,15,2931,48,1
52,41101,9803,0,5951,737,0.16,3,8,4854,48,0
47,10968,4018,3,4358,835,0.24,2,24,2097,48,0
46,22602,11125,1,13054,752,0.33,2,9,7035,12,0
57,34152,18164,1,3382,653,0.35,2,9,18776,24,0
41,50916,7401,3,9400,850,0.1,1,23,25221,12,0
32,59357,19695,0,14980,807,0.22,1,13,27231,48,0
24,40548,36725,0,19206,514,0.6,3,14,19262,12,1
33,27766,26122,1,7571,636,0.63,5,6,8467,60,1
34,16698,19232,2,3375,510,0.77,5,0,2368,12,1
51,16285,14642,2,7774,596,0.6,4,1,5070,24,1
35,23635,4716,3,1446,707,0.13,1,13,10824,12,0
49,27604,18905,1,16179,660,0.46,2,3,7779,36,0
41,30282,35739,1,8640,575,0.79,6,14,7113,12,1
52,38072,16349,3,21522,723,0.29,2,2,5847,24,0
36,26915,6901,2,12879,748,0.17,1,7,14969,36,0
27,10664,3646,4,3597,761,0.23,3,23,4797,48,0
56,23554,23712,1,4399,596,0.67,6,24,11274,36,1
29,38701,23408,1,6973,596,0.4,4,2,5250,60,1
43,61709,42362,0,27178,739,0.46,5,17,11477,48,0
21,25988,23270,2,8823,548,0.6,3,17,10813,60,1
63,37277,14496,0,11621,734,0.26,2,21,8543,60,0
33,44244,51934,1,18244,543,0.78,6,13,23348,48,1
33,79415,32641,1,4817,697,0.27,3,1,8081,48,0
42,37760,41450,0,2299,606,0.73,6,15,5679,12,1
33,24030,10055,1,9930,769,0.28,2,24,4281,36,0
39,11893,9529,0,4510,608,0.53,3,2,3664,48,0
63,19587,15637,2,4897,567,0.53,4,12,10134,24,1
33,15871,3120,0,2636,697,0.13,1,6,6885,48,0
43,25130,16380,2,6591,647,0.43,3,13,13417,36,0
35,15082,10450,1,7060,610,0.46,3,3,5001,12,0
45,22905,17130,0,11352,601,0.5,2,5,8469,48,0
35,38263,22011,2,17244,707,0.38,2,5,8221,36,0
53,32269,24505,3,17427,596,0.51,3,19,14528,36,1
49,24414,6039,3,11860,753,0.16,0,2,12325,12,0
26,12859,16251,4,5413,476,0.84,8,13,6696,12,1
54,26660,30121,1,10252,589,0.75,4,2,6615,60,1
40,49440,19431,0,14814,679,0.26,2,17,27340,60,0
25,28029,15992,3,12206,724,0.38,2,19,12072,48,0
48,21538,5909,4,11156,773,0.18,1,13,7237,48,0
43,15471,10830,0,8028,691,0.47,2,5,1842,12,0
59,9706,10276,0,5264,596,0.71,6,11,1842,36,1
53,26424,9991,3,15251,781,0.25,2,0,12480,36,0
38,47400,50789,4,20032,526,0.71,5,20,7845,60,1
22,32238,40729,4,8359,542,0.84,8,0,5562,48,1
57,39833,8073,3,14402,759,0.14,1,4,11365,24,0
35,14303,13989,1,4170,579,0.65,4,9,5363,60,1
52,19608,24260,0,10245,419,0.82,4,0,6498,48,1
58,39471,21834,0,17708,709,0.37,3,23,15869,36,0
46,16885,3660,0,1770,750,0.14,1,3,5989,36,0
43,36907,34825,0,8798,615,0.63,3,20,11357,36,1
47,25708,17642,3,2129,679,0.46,3,10,14259,24,0
43,14715,3943,4,3953,789,0.18,1,2,6055,60,0
58,68207,58425,4,31616,586,0.57,3,16,19966,48,1
23,50113,22683,0,26901,728,0.3,1,21,9959,24,0
58,63933,56630,2,9942,501,0.59,3,3,14933,12,1
25,19884,22252,2,7007,475,0.75,5,20,6626,60,1
30,21866,17167,2,13026,641,0.52,5,21,5495,24,1
50,19539,23178,2,8595,496,0.79,4,10,4152,12,1
57,53223,67865,1,21611,555,0.85,5,15,23918,24,1
21,42315,18106,0,9902,706,0.29,2,0,21082,12,0
25,17081,11352,0,4846,649,0.44,2,14,8643,12,0
44,16439,4731,0,8116,778,0.19,3,16,6454,48,0
48,19265,4874,3,9434,775,0.17,1,11,6937,48,0
26,35998,34637,2,20374,591,0.64,4,18,13359,36,1
31,70912,49639,1,34463,674,0.47,4,14,38931,12,0
29,18568,11854,3,6802,711,0.43,2,10,6108,24,0
49,60161,16497,4,12636,826,0.18,2,20,15297,12,0
40,33029,37829,1,13311,663,0.76,4,7,10548,60,1
38,28352,19236,0,10079,621,0.45,2,11,11612,36,0
62,45555,9275,2,22801,799,0.14,0,22,14795,60,0
48,39429,45167,4,5209,549,0.76,5,22,13024,12,1
60,29265,5495,1,7271,776,0.13,0,13,11269,24,0
37,19467,3346,4,10052,765,0.11,1,16,7824,36,0
38,24190,14596,3,11039,726,0.4,3,2,7534,48,0
61,14261,2646,4,2623,816,0.12,1,2,2751,12,0
31,9710,5521,1,1915,727,0.38,3,11,5595,48,0
56,42903,46093,3,18404,600,0.72,5,23,24399,48,1
37,26835,7140,4,8900,703,0.18,1,19,12117,48,0
35,23496,7386,2,12862,770,0.21,2,1,10443,24,0
25,11113,11973,4,1186,596,0.72,6,14,3533,48,1
62,15835,12473,2,4926,643,0.53,6,17,6996,24,1
43,39252,18533,1,7230,763,0.31,1,2,20019,48,0
62,13167,6175,2,1398,692,0.31,1,1,2804,48,0
62,35896,32517,2,17041,644,0.6,4,1,20536,36,1
41,60387,46498,3,24903,666,0.51,3,2,7760,48,0
25,17285,12836,3,2733,630,0.5,5,0,9786,36,1
51,14239,6651,0,3612,691,0.31,3,22,6348,12,0
43,20503,8505,1,8123,757,0.28,4,14,10473,24,0
42,26063,19213,0,6539,703,0.49,2,24,5125,24,0
55,20042,4539,1,1374,850,0.15,1,8,7749,12,0
61,56845,39129,4,19413,653,0.46,3,11,19516,12,0
54,22845,18155,1,6167,574,0.53,3,5,6634,36,1
28,21352,7504,4,12601,755,0.23,3,20,7388,48,0
30,23442,24585,3,4999,560,0.7,6,5,7815,12,1
51,17189,12114,0,7257,573,0.47,2,1,2715,12,0
60,14865,10339,1,5543,672,0.46,3,22,8829,12,0
38,59746,72857,4,34424,447,0.81,5,5,33568,24,1
42,30584,15369,2,12897,676,0.34,2,19,14655,60,0
63,13403,8828,0,1352,612,0.44,3,14,4775,60,0
41,16753,21667,3,7266,577,0.86,6,20,7025,12,1
43,30065,15677,1,10880,730,0.35,2,5,3629,24,0
33,10641,8187,2,4777,607,0.51,3,13,5553,12,1
61,24682,5934,1,7212,793,0.16,2,9,3990,48,0
23,22889,18563,1,1361,612,0.54,5,7,6356,36,1
28,49271,11169,3,27620,765,0.15,1,8,13384,24,0
62,42606,33928,0,23554,608,0.53,3,2,20767,24,0
26,14281,2059,4,5279,807,0.1,2,4,3167,48,0
56,42541,27904,0,15324,635,0.44,4,17,11479,36,0
59,23141,16155,2,9507,664,0.47,5,6,12294,36,1
61,35496,21754,2,9572,688,0.41,3,23,17330,24,0
55,26575,3454,3,3016,850,0.09,1,19,4891,12,0
54,26032,12143,2,4117,742,0.31,3,17,14601,36,0
46,27823,13863,3,5300,723,0.33,1,1,4134,60,0
32,38249,43918,4,10430,564,0.77,4,18,21987,24,1
58,27643,11423,1,8115,767,0.28,1,14,6583,36,0
54,38741,43115,0,13688,598,0.74,4,3,18259,48,1
30,45876,48331,4,25351,575,0.7,4,15,6541,24,1
43,27189,24969,0,9324,544,0.61,4,21,10545,36,1
29,20962,14103,0,1452,629,0.45,4,3,8556,12,0
26,56723,25235,0,23049,709,0.3,3,14,31994,12,0
55,29523,8318,0,12370,759,0.19,2,12,7607,24,0
46,45116,7027,0,12605,782,0.1,0,17,25622,48,0
33,45009,47309,4,21587,555,0.7,4,5,7587,24,1
34,14319,11528,0,5827,693,0.54,4,0,4527,48,0
24,13052,5606,1,7444,696,0.29,1,24,1497,60,0
62,17589,18393,1,3249,506,0.7,8,8,6154,48,1
50,39972,50682,3,17448,456,0.85,5,6,6755,48,1
61,12471,14423,2,5366,584,0.77,5,19,2294,24,1
34,36470,11543,2,6660,759,0.21,3,2,12560,24,0
54,19076,10473,3,2528,773,0.37,2,3,6478,12,0
57,37799,6876,4,5067,850,0.12,1,21,5009,12,0
47,21304,13852,3,5244,668,0.43,3,1,7897,36,0
42,29511,7913,4,10555,738,0.18,1,9,15588,12,0
25,42496,45600,2,23153,598,0.72,5,6,5431,24,1
39,27648,6933,3,12200,792,0.17,1,17,13734,12,0
39,38535,31653,4,18064,649,0.55,4,3,13770,12,1
31,42306,9986,1,22772,825,0.16,0,13,14352,12,0
27,33241,37598,2,3764,531,0.75,5,19,14859,24,1
46,10497,2246,4,4416,800,0.14,0,12,2912,12,0
54,17780,7988,2,2344,764,0.3,2,21,6732,60,0
41,14937,2735,1,1896,828,0.12,2,23,6249,24,0
35,23461,25862,2,1222,606,0.73,5,22,4728,36,1
42,30858,19822,4,3868,630,0.43,3,12,6503,60,0
27,36176,15743,4,19578,716,0.29,5,15,12250,48,0
43,41130,31537,2,2976,566,0.51,4,15,5340,48,1
52,37959,28520,0,16208,635,0.5,3,15,6100,12,0
34,31026,20536,1,11559,695,0.44,3,19,5294,48,0
61,27020,6036,3,2911,850,0.15,0,14,4317,60,0
48,35387,22970,2,2692,586,0.43,3,24,13637,24,1
36,30332,22695,2,15383,622,0.5,3,7,7725,60,0
22,29710,19941,4,16383,702,0.45,3,1,16677,60,0
58,22826,11154,2,12528,723,0.33,3,7,3818,60,0
43,39738,9507,3,18516,850,0.16,0,18,3992,36,0
46,21787,6342,1,7599,811,0.19,1,19,6897,24,0
26,36838,11339,4,12491,747,0.21,2,17,10769,24,0
57,32043,33455,2,5108,586,0.7,4,9,17425,36,1
24,24549,11995,1,9581,666,0.33,2,10,13908,48,0
29,37238,10812,3,15769,740,0.19,5,24,5607,24,0
38,51798,17855,2,5580,775,0.23,3,3,9322,48,0
22,24128,27505,0,13132,475,0.76,6,11,12059,12,1
49,14918,17213,1,7157,470,0.77,4,9,7019,60,1
51,18459,3966,1,5650,850,0.14,3,24,7269,12,0
58,41175,43759,1,2324,594,0.71,4,21,11520,12,1
36,34220,24085,0,19222,653,0.47,3,12,9198,60,0
59,21856,9913,1,7433,678,0.3,1,6,3625,12,0
58,29909,22108,0,5579,700,0.49,3,2,9473,60,0
39,34266,43099,0,11799,632,0.84,5,23,14473,36,1
24,28748,5214,4,4652,684,0.12,1,8,10766,24,0
63,46414,35161,0,12276,654,0.51,4,14,24232,60,1
39,17171,11297,2,5784,597,0.44,2,18,5548,24,1
53,32092,4947,4,2313,787,0.1,2,5,5685,48,0
64,22565,5447,4,6063,746,0.16,1,2,8301,12,0
61,32981,33680,0,8357,581,0.68,5,20,16875,48,1
54,30378,12887,4,7706,720,0.28,3,17,12877,36,0
60,24373,30703,1,9553,557,0.84,5,1,5058,60,1
29,18929,19539,3,2625,520,0.69,5,22,10841,12,1
35,46203,34757,3,25767,639,0.5,3,10,12067,48,1
57,16866,3750,4,3816,843,0.15,1,11,5634,36,0
55,31241,12066,1,2117,768,0.26,2,18,13318,60,0
48,17666,2653,2,7966,782,0.1,1,13,7276,12,0
34,31126,17489,2,8446,733,0.37,4,17,11524,24,0
37,19643,11395,0,11107,705,0.39,3,23,9364,12,0
55,41970,8501,4,15389,825,0.14,1,12,5068,60,0
50,27796,24544,3,10729,666,0.59,5,5,5685,48,1
29,29651,3285,2,5619,849,0.07,2,12,9753,12,0
47,40911,15714,0,9735,753,0.26,1,0,8808,24,0
59,50227,29281,3,8508,737,0.39,2,22,10368,36,0
30,64006,43268,0,6484,609,0.45,3,17,21560,12,0
23,24681,23782,3,9076,544,0.64,3,3,3937,36,1
57,35751,43643,2,19599,533,0.81,7,21,20808,36,1
36,21430,21573,2,11012,534,0.67,6,17,6727,48,1
55,33265,22130,3,8346,702,0.44,4,0,19541,60,0
27,13242,6259,4,6914,727,0.32,1,5,5217,48,0
62,39733,46182,4,7695,499,0.77,4,10,12438,12,1
22,25219,18267,4,8394,702,0.48,3,3,11658,36,1
32,28608,10436,0,9689,771,0.24,3,14,10492,48,0
22,35477,41034,4,7061,572,0.77,4,5,11519,12,1
29,32780,42018,0,16827,512,0.85,5,18,8965,36,1
52,21340,12750,3,4646,670,0.4,3,1,11209,24,0
45,23082,8585,2,8065,782,0.25,2,7,7747,12,0
33,33198,42758,3,7051,499,0.86,7,9,11742,24,1
59,11587,10295,4,3244,638,0.59,4,13,1809,12,1
51,56320,49050,1,22728,549,0.58,4,13,33287,60,1
49,25134,4952,3,14278,797,0.13,0,14,13323,60,0
36,26857,17738,4,13673,725,0.44,3,0,14760,12,0
39,21699,24050,0,12043,563,0.74,6,9,6704,60,1
34,18120,15605,1,926,629,0.57,3,7,9951,48,0
51,36687,34863,0,21798,587,0.63,4,4,20318,48,1
58,24863,7054,0,3041,815,0.19,1,8,5605,48,0
62,16467,14108,1,3739,620,0.57,3,9,6646,48,0
35,24945,29421,4,12761,592,0.79,5,24,4640,60,1
60,16997,12470,0,9578,651,0.49,3,11,5220,36,0
30,17783,16908,1,7029,595,0.63,3,7,6893,36,1
42,33033,5997,0,13511,832,0.12,2,11,18065,48,0
51,23444,11045,0,7175,723,0.31,2,0,3048,36,0
30,25563,2817,4,13624,802,0.07,1,5,2875,36,0
30,15855,14968,0,1574,644,0.63,6,20,5961,48,1
42,52431,63599,0,7649,494,0.81,5,16,16060,48,1
24,20448,15120,2,3071,599,0.49,5,17,4039,36,1
55,14117,12342,4,8266,619,0.58,5,20,5051,48,1
28,28476,26863,1,8888,608,0.63,3,22,4981,48,1
52,21013,13209,2,2633,672,0.42,2,20,5326,24,0
27,55502,45246,4,13474,607,0.54,5,12,19243,24,1
53,15599,4827,0,4849,767,0.21,1,3,5905,36,0
21,17560,18362,0,8235,583,0.7,5,4,5418,48,1
45,28181,14704,3,13795,739,0.35,3,13,12814,12,0
45,36051,42963,2,12633,472,0.79,5,3,19661,48,1
48,19267,19101,3,9748,532,0.66,6,1,3839,36,1
24,35073,26350,1,8140,625,0.5,4,19,16075,60,0
54,45143,44226,3,20450,581,0.65,4,11,15426,24,1
28,36086,20327,1,2428,702,0.38,3,22,6120,12,0
24,22033,24155,0,12826,539,0.73,5,18,2973,36,1
31,20322,16131,0,5808,643,0.53,4,12,9377,36,0
53,54381,38470,1,7393,611,0.47,3,12,32242,60,1
36,29142,20099,2,15778,598,0.46,3,10,15655,60,1
62,33368,24950,4,4458,651,0.5,3,14,14953,24,0
40,13922,7997,0,8221,711,0.38,4,5,6302,36,0
60,43853,32724,1,17532,662,0.5,3,15,25983,36,0
60,25420,15849,0,4647,707,0.42,2,3,13345,36,0
63,9657,6600,1,4159,691,0.46,3,13,2655,12,0
32,9365,1058,3,2067,804,0.08,1,0,4287,60,0
42,25875,8707,1,12196,718,0.22,2,21,8506,36,0
23,27861,9814,1,12484,709,0.23,1,21,11414,60,0
39,25726,29869,1,13114,591,0.77,4,23,15150,48,1
40,28161,34410,2,5497,493,0.81,4,24,9640,36,1
62,22750,26072,2,11144,543,0.76,4,19,13539,48,1
44,62293,39172,4,15258,655,0.42,2,4,11973,24,0
37,19824,23429,3,10421,576,0.79,5,8,8604,48,1
36,24294,3669,1,5220,823,0.1,1,15,8024,24,0
29,9843,2526,3,4156,763,0.17,2,11,5093,60,0
56,59922,30171,3,9321,698,0.34,4,20,6678,48,0
55,21178,2394,2,7184,840,0.08,2,8,8568,48,0
47,10165,5659,2,3692,725,0.37,3,20,5640,24,0
63,18638,6200,4,6073,771,0.22,2,23,11165,60,0
50,35476,38818,1,9641,486,0.73,4,17,4700,60,1
28,34311,13595,0,2207,750,0.26,2,10,14104,24,0
48,23597,28133,4,8612,540,0.79,4,1,2991,24,1
58,36620,14108,1,5841,736,0.26,2,23,18201,48,0
62,36666,32822,2,5823,570,0.6,3,12,16441,60,1
51,13999,4345,1,5887,784,0.21,3,16,8024,24,0
24,28561,8897,4,5408,741,0.21,1,4,16228,60,0
44,58078,10336,4,16825,850,0.12,0,17,33249,48,0
30,63176,36305,0,18141,663,0.38,2,4,34597,12,0
32,20593,4869,1,8608,842,0.16,0,21,2261,60,0
57,38109,3883,1,20554,812,0.07,0,22,14700,48,0
25,50539,56054,3,19680,525,0.74,5,14,21200,48,1
46,19767,21651,3,3522,581,0.73,4,13,9189,24,1
29,30948,30582,4,17833,570,0.66,4,8,7407,60,1
40,19515,8710,3,4680,723,0.3,2,18,7733,48,0
37,56111,21314,0,18864,756,0.25,3,5,17565,24,0
63,23472,12402,1,4243,674,0.35,4,10,7219,24,0
57,20168,21889,2,8197,557,0.72,7,9,4289,12,1
35,31739,15695,4,2780,696,0.33,1,17,15588,48,0
57,28559,34540,3,7665,453,0.81,8,9,5099,60,1
47,20167,23079,2,11913,573,0.76,4,19,2045,12,1
58,57074,68866,0,16402,541,0.8,5,20,21732,36,1
24,23575,13907,1,9958,637,0.39,2,10,10213,24,0
35,18922,22320,3,7944,597,0.79,5,1,9049,60,1
25,35218,42874,3,18962,548,0.81,4,2,6912,36,1
30,27732,19994,1,4300,690,0.48,4,16,14141,12,0
29,46407,38935,4,5300,634,0.56,4,14,21048,48,1
60,24831,17180,0,10797,707,0.46,2,2,2621,36,0
43,44758,23699,1,25543,620,0.35,2,6,8709,60,0
54,37310,6301,4,15696,770,0.11,2,14,15590,12,0
45,47880,59130,2,28104,503,0.82,6,22,25037,60,1
44,18148,20762,4,2957,535,0.76,5,12,8745,60,1
62,13135,13950,3,4789,611,0.71,6,14,2641,36,1
29,46986,15036,4,10149,837,0.21,1,17,28056,48,0
28,25369,22733,4,7174,662,0.6,4,7,3923,36,1
29,14187,9849,4,7823,700,0.46,2,14,2426,12,0
41,12597,3775,2,5593,749,0.2,1,5,3889,36,0
54,29508,34415,1,10081,539,0.78,6,13,16677,60,1
50,13235,5812,0,3583,747,0.29,1,2,2503,48,0
47,37351,45524,4,4528,493,0.81,5,17,14952,36,1
52,22333,19827,1,13210,622,0.59,5,24,10109,12,1
54,32539,6523,0,5756,804,0.13,2,7,14732,60,0
33,32306,17688,0,3335,673,0.37,3,15,8414,48,0
63,34842,15811,2,4749,732,0.3,2,8,19279,48,0
56,33987,19268,0,9251,709,0.38,3,22,11070,24,0
27,26531,33592,2,11951,422,0.84,8,4,9455,36,1
54,22501,27776,0,10187,602,0.82,4,14,11366,48,1
59,22993,26751,1,6931,534,0.78,6,12,11177,24,1
59,25992,7094,2,8477,779,0.18,2,15,7251,24,0
51,22601,14915,1,1419,709,0.44,3,9,11083,12,0
50,40222,39328,1,2557,583,0.65,5,9,22878,12,1
29,27933,23362,0,14487,667,0.56,4,23,8660,60,0
32,29340,15299,4,6584,706,0.35,3,5,4151,36,0
26,18959,15217,4,9968,665,0.54,3,12,7670,48,1
22,26512,14372,2,4734,685,0.36,3,11,12444,24,0
59,33273,38517,4,9681,567,0.77,4,9,19028,24,1
54,34924,14549,0,16397,780,0.28,2,20,5617,24,0
58,27516,26429,3,11315,593,0.64,4,4,7277,36,1
59,47223,44595,3,7825,593,0.63,3,6,25495,60,1
28,26445,10770,1,1501,787,0.27,2,9,13238,24,0
34,31765,3610,1,11153,767,0.08,0,22,17650,36,0
27,23921,22046,2,7840,647,0.61,3,20,6362,24,1
52,33542,27881,3,2563,640,0.55,3,13,12359,24,1
27,23638,22299,2,12937,610,0.63,4,3,13165,60,1
62,34948,38953,1,9497,552,0.74,6,14,4722,48,1
34,20774,15747,1,6738,613,0.51,7,14,5411,48,1
28,13869,1837,4,990,731,0.09,2,14,4220,60,0
40,14337,5422,3,6207,732,0.25,1,3,7846,48,0
22,19850,10067,0,5437,757,0.34,3,3,4155,12,0
47,23607,18557,4,11226,626,0.52,4,13,7989,60,1
31,22262,19609,4,4218,613,0.59,7,16,11055,36,1
59,14090,16232,4,1879,629,0.77,5,15,5383,12,1
39,66155,78107,1,15498,507,0.79,5,19,17517,60,1
54,25483,32517,0,13379,448,0.85,5,8,5868,36,1
57,47307,41229,1,24126,663,0.58,4,9,16942,36,0
51,29638,22505,1,1953,639,0.51,4,19,3550,12,0
51,18907,8514,1,1328,680,0.3,1,1,4572,48,0
22,28575,33960,0,5456,561,0.79,4,0,3294,60,1
40,27928,16256,1,6927,690,0.39,2,18,6935,24,0
55,21424,5460,1,10306,795,0.17,3,0,6878,48,0
41,26044,20735,3,2937,669,0.53,4,9,10022,36,1
37,29789,34464,3,10191,528,0.77,4,5,3642,48,1
57,19381,18793,4,7559,617,0.65,4,23,7861,12,1
44,31728,22831,0,13070,631,0.48,4,18,11920,36,1
58,29322,24781,0,6487,580,0.56,4,14,3005,48,1
28,33627,27365,4,7845,673,0.54,3,5,12787,12,1
42,32006,37478,0,11381,547,0.78,4,14,9845,48,1
55,28809,8729,1,3386,783,0.2,1,11,6993,48,0
35,22801,16746,2,3723,623,0.49,3,23,11413,24,0
36,8450,4998,3,2311,731,0.39,3,11,1180,12,0
41,18504,11616,4,7126,733,0.42,2,5,3057,60,0
62,13506,10300,1,1564,665,0.51,4,22,6345,24,0
24,29649,27346,3,9295,652,0.61,3,22,8302,24,1
43,25308,14121,0,14961,739,0.37,2,0,11081,24,0
54,34639,7472,0,7122,849,0.14,1,10,17740,24,0
59,15543,14912,3,5871,568,0.64,6,6,1976,12,1
48,44572,17348,2,7526,674,0.26,2,1,11725,24,0
46,35292,21888,0,9991,628,0.41,3,21,10155,36,0
33,68627,76954,1,9220,568,0.75,6,1,13889,12,1
51,57385,7448,0,13565,850,0.09,0,22,8881,60,0
62,20665,26661,1,12148,441,0.86,6,20,4013,24,1
44,18070,16128,2,5949,621,0.6,3,12,3734,12,1
25,37617,4278,2,22463,785,0.08,0,4,10155,48,0
47,25369,18554,1,9613,573,0.49,5,5,9812,36,1
41,21600,26868,2,3592,523,0.83,4,2,3925,24,1
29,27156,5323,4,6252,796,0.13,0,8,8725,12,0
64,30794,3530,1,12800,834,0.08,1,4,5600,36,0
42,14691,10876,3,1668,627,0.49,3,6,7343,12,0
29,52900,55595,0,6791,561,0.7,5,18,18537,12,1
63,25476,31894,3,14169,473,0.83,8,21,11107,24,1
38,24658,9939,0,10901,752,0.27,2,9,11038,12,0
21,13633,6937,0,1861,730,0.34,3,16,5562,24,0
52,12493,2906,3,3338,790,0.16,1,20,1787,24,0
62,16110,7330,2,5624,724,0.3,2,15,6830,60,0
64,83372,55850,3,23226,626,0.45,2,20,33214,60,1
55,24109,20602,1,6393,636,0.57,4,0,4486,24,1
44,24412,23877,1,13267,581,0.65,4,23,3958,36,1
46,36874,17244,3,10683,706,0.31,1,12,19512,12,0
49,19894,16038,3,6101,642,0.54,3,15,6190,12,1
47,9127,8121,4,488,570,0.59,4,24,3501,48,1
41,39047,42954,3,19245,507,0.73,8,4,19369,12,1
47,30287,11231,0,15429,766,0.25,2,20,13885,12,0
56,71920,89324,1,4004,569,0.83,6,20,20551,36,1
48,27715,19511,0,5775,644,0.47,4,9,7893,60,0
38,18748,13413,0,3283,663,0.48,2,22,7014,24,0
32,31515,26210,4,13580,585,0.55,3,19,10697,12,1
63,20921,26896,1,7200,393,0.86,6,15,6757,48,1
45,31216,3538,0,12207,841,0.08,0,0,10692,36,0
44,21302,11956,1,1067,768,0.37,2,14,9001,12,0
54,75725,33643,3,21143,751,0.3,2,4,26256,12,0
43,19428,7796,4,5213,733,0.27,3,6,2741,12,0
49,32971,34975,2,3478,642,0.71,4,10,5946,24,1
25,29903,15267,2,15131,714,0.34,2,6,12894,24,0
51,16146,6036,3,1221,794,0.25,1,8,9457,24,0
49,20731,22737,3,9596,583,0.73,5,1,11277,24,1
54,35181,16663,3,8306,690,0.32,2,4,11293,48,0
31,13570,3629,0,7970,817,0.18,2,13,1611,36,0
60,10407,11732,3,2518,524,0.75,4,10,3587,60,1
58,23103,12001,2,7512,711,0.35,2,7,6686,36,0
44,33653,29631,3,14127,599,0.59,4,13,18040,48,1
51,57425,18318,3,6024,743,0.21,1,18,23255,48,0
48,35409,24467,3,5671,666,0.46,2,9,18107,60,0
64,28531,22701,1,3548,558,0.53,3,8,12097,36,1
39,21557,11206,4,5060,706,0.35,2,16,11692,48,0
44,26956,14165,4,14771,738,0.35,3,20,8832,12,0
29,16780,19357,3,8908,558,0.77,4,8,5842,48,1
59,35717,27803,4,4632,583,0.52,3,4,17371,36,1
44,35643,26518,3,5405,647,0.5,2,20,20329,36,0
